,id_order,payment_type,payment_installments,payment_value
65024,6577,credit_card,1,237.68
65025,30961,boleto,1,30.53
65026,79823,credit_card,1,76.84
65027,59056,credit_card,1,61.75
65028,57278,voucher,1,25.0
65029,19101,boleto,1,61.92
65030,57232,credit_card,3,70.13
65031,6370,credit_card,1,45.76
65032,23109,credit_card,6,135.08
65033,36976,credit_card,2,390.69
65034,5491,credit_card,3,225.57
65035,45405,boleto,1,118.54
65036,89457,credit_card,1,152.31
65037,85259,credit_card,1,179.48
65038,94181,credit_card,5,101.14
65039,82424,credit_card,7,78.51
65040,19289,credit_card,5,55.56
65041,33950,debit_card,1,225.7
65042,33848,credit_card,1,63.01
65043,62808,credit_card,3,68.29
65044,53844,boleto,1,42.69
65045,97518,boleto,1,43.73
65046,89806,credit_card,1,17.25
65047,41148,credit_card,3,77.57
65048,43496,credit_card,6,826.99
65049,62179,voucher,1,50.0
65050,29921,credit_card,1,59.11
65051,14127,credit_card,3,77.65
65052,65765,boleto,1,27.46
65053,36870,boleto,1,417.98
65054,19288,voucher,1,24.51
65055,40712,boleto,1,699.84
65056,62243,boleto,1,186.61
65057,7873,boleto,1,73.15
65058,2497,credit_card,2,107.66
65059,57751,credit_card,2,351.35
65060,53562,credit_card,10,214.56
65061,95771,credit_card,2,53.0
65062,32895,credit_card,2,79.14
65063,3131,credit_card,2,62.45
65064,98152,credit_card,1,117.12
65065,44031,voucher,1,20.0
65066,70675,voucher,1,34.84
65067,71434,credit_card,6,91.21
65068,19706,credit_card,2,116.36
65069,9022,credit_card,3,198.68
65070,42132,debit_card,1,92.57
65071,48901,credit_card,4,186.54
65072,21176,boleto,1,49.21
65073,26549,credit_card,1,82.68
65074,63436,boleto,1,103.46
65075,69465,credit_card,7,71.14
65076,98082,credit_card,5,59.1
65077,75964,credit_card,1,50.87
65078,55824,credit_card,4,270.54
65079,24624,boleto,1,75.65
65080,95375,credit_card,2,142.89
65081,58702,credit_card,10,536.6
65082,77112,credit_card,10,420.53
65083,86821,credit_card,4,63.27
65084,32432,credit_card,6,364.99
65085,61723,credit_card,5,540.18
65086,21466,credit_card,2,49.0
65087,11921,credit_card,4,117.1
65088,55683,voucher,1,49.14
65089,76513,boleto,1,85.23
65090,18085,credit_card,1,45.86
65091,35123,credit_card,7,168.14
65092,61872,boleto,1,107.36
65093,40332,credit_card,2,27.29
65094,25730,credit_card,8,198.72
65095,64794,credit_card,1,101.05
65096,36016,credit_card,1,78.5
65097,34646,credit_card,3,33.1
65098,18125,credit_card,9,97.79
65099,63351,credit_card,4,204.0
65100,91946,credit_card,1,85.14
65101,81033,credit_card,6,187.96
65102,90292,credit_card,1,65.01
65103,62864,credit_card,6,82.91
65104,28820,credit_card,4,89.17
65105,79286,credit_card,2,455.29
65106,58764,credit_card,2,76.41
65107,81904,credit_card,1,31.71
65108,61506,credit_card,3,162.14
65109,52990,credit_card,4,88.69
65110,65292,credit_card,1,90.95
65111,60066,credit_card,1,41.75
65112,23553,credit_card,1,96.65
65113,81356,credit_card,2,112.24
65114,38420,credit_card,1,52.71
65115,50891,voucher,1,52.2
65116,11955,boleto,1,82.83
65117,34692,boleto,1,131.16
65118,53385,boleto,1,917.73
65119,3871,credit_card,1,9.15
65120,96510,credit_card,10,401.19
65121,86436,voucher,1,50.73
65122,78232,credit_card,1,35.77
65123,62773,credit_card,2,189.37
65124,7652,credit_card,1,286.85
65125,429,credit_card,1,68.12
65126,92344,credit_card,6,88.2
65127,69727,credit_card,10,112.74
65128,72560,credit_card,1,7.08
65129,84338,credit_card,1,270.54
65130,9372,credit_card,10,255.85
65131,24859,credit_card,6,198.94
65132,85361,credit_card,6,157.42
65133,99378,credit_card,4,87.56
65134,11200,credit_card,3,32.78
65135,55470,credit_card,1,76.46
65136,80705,credit_card,1,87.44
65137,20866,credit_card,2,42.77
65138,70983,boleto,1,46.53
65139,90558,credit_card,1,200.23
65140,11594,boleto,1,140.3
65141,45353,credit_card,2,48.01
65142,23408,credit_card,4,124.72
65143,67047,boleto,1,32.0
65144,30375,credit_card,8,221.79
65145,58223,credit_card,8,183.52
65146,69058,credit_card,8,118.35
65147,82986,credit_card,1,99.92
65148,33753,credit_card,1,65.71
65149,24407,credit_card,3,68.13
65150,989,credit_card,1,67.63
65151,32648,credit_card,5,473.36
65152,1633,credit_card,1,234.6
65153,6629,credit_card,8,165.25
65154,46091,credit_card,6,474.97
65155,11448,credit_card,1,101.73
65156,19034,credit_card,2,253.52
65157,20181,boleto,1,27.78
65158,58674,credit_card,1,3.68
65159,88953,credit_card,4,63.66
65160,76309,credit_card,10,152.51
65161,64285,credit_card,1,110.7
65162,81301,credit_card,3,142.19
65163,56686,boleto,1,44.0
65164,29689,credit_card,1,169.07
65165,49085,credit_card,8,227.14
65166,14386,credit_card,2,47.82
65167,51364,boleto,1,62.83
65168,28955,credit_card,1,75.25
65169,501,boleto,1,33.09
65170,82116,credit_card,3,142.92
65171,92303,credit_card,1,137.27
65172,15776,debit_card,1,41.88
65173,97206,boleto,1,48.43
65174,62415,boleto,1,137.6
65175,72778,credit_card,7,630.99
65176,70702,boleto,1,50.5
65177,63664,debit_card,1,172.41
65178,40550,credit_card,6,423.05
65179,64090,credit_card,2,216.06
65180,2694,credit_card,2,51.5
65181,17417,credit_card,1,90.17
65182,50659,boleto,1,92.21
65183,14432,credit_card,6,325.73
65184,69707,credit_card,3,54.1
65185,54442,credit_card,1,80.38
65186,36723,credit_card,7,159.36
65187,66653,credit_card,3,122.19
65188,76316,credit_card,1,19.33
65189,14775,credit_card,10,624.35
65190,81277,boleto,1,32.29
65191,62211,credit_card,3,66.92
65192,84123,voucher,1,12.78
65193,53666,credit_card,2,172.14
65194,81670,boleto,1,302.64
65195,98156,credit_card,2,115.36
65196,64592,boleto,1,1021.48
65197,44293,credit_card,1,87.84
65198,17934,credit_card,8,157.73
65199,3340,credit_card,3,36.75
65200,56012,voucher,1,0.28
65201,90639,credit_card,4,103.37
65202,18458,boleto,1,103.73
65203,28573,credit_card,10,139.55
65204,7993,voucher,1,25.77
65205,37170,credit_card,1,46.8
65206,14524,credit_card,6,89.3
65207,70971,credit_card,2,58.46
65208,51260,credit_card,1,41.36
65209,37904,credit_card,1,87.54
65210,73460,credit_card,3,65.71
65211,91655,credit_card,1,48.44
65212,38136,credit_card,3,301.49
65213,91586,credit_card,1,111.61
65214,81558,credit_card,5,254.42
65215,43669,boleto,1,176.81
65216,90994,credit_card,1,0.47
65217,27518,credit_card,6,584.08
65218,80989,boleto,1,113.43
65219,76081,boleto,1,76.38
65220,37068,credit_card,2,56.78
65221,91454,credit_card,8,270.67
65222,70416,credit_card,2,178.59
65223,15333,boleto,1,59.6
65224,49829,credit_card,1,45.0
65225,43757,boleto,1,72.84
65226,26481,credit_card,1,128.0
65227,55273,credit_card,1,60.73
65228,61191,credit_card,4,40.77
65229,37870,boleto,1,234.95
65230,82279,credit_card,1,108.51
65231,86550,credit_card,1,121.96
65232,66171,boleto,1,135.19
65233,41542,credit_card,8,203.65
65234,64651,boleto,1,667.9
65235,23093,credit_card,2,142.88
65236,6422,boleto,1,40.17
65237,3356,boleto,1,32.38
65238,48893,boleto,1,177.49
65239,34370,credit_card,1,20.27
65240,68018,boleto,1,50.49
65241,27863,credit_card,5,283.67
65242,68357,credit_card,1,205.07
65243,57698,credit_card,8,110.67
65244,28856,credit_card,1,335.09
65245,13506,credit_card,7,203.93
65246,51932,boleto,1,364.57
65247,72032,credit_card,1,49.49
65248,65846,credit_card,1,23.84
65249,40247,credit_card,2,137.45
65250,63716,credit_card,8,238.61
65251,76646,credit_card,3,292.26
65252,34888,credit_card,1,124.84
65253,13818,credit_card,1,67.5
65254,41117,credit_card,3,72.62
65255,35617,credit_card,3,93.75
65256,28699,voucher,1,60.8
65257,11121,boleto,1,28.13
65258,64233,credit_card,10,687.43
65259,17278,boleto,1,305.7
65260,65861,credit_card,4,112.67
65261,38842,credit_card,14,146.37
65262,10529,credit_card,1,173.97
65263,36730,credit_card,1,72.98
65264,66397,credit_card,1,136.92
65265,78601,credit_card,1,31.03
65266,36037,credit_card,8,241.21
65267,59430,credit_card,1,206.39
65268,25414,boleto,1,137.93
65269,81402,credit_card,2,179.17
65270,18526,debit_card,1,31.77
65271,24498,credit_card,1,48.13
65272,82749,credit_card,1,82.98
65273,64809,boleto,1,50.42
65274,68296,boleto,1,116.33
65275,94963,credit_card,8,1436.84
65276,31682,credit_card,3,33.39
65277,91296,credit_card,1,99.69
65278,34248,credit_card,8,162.49
65279,91229,voucher,1,122.35
65280,76639,credit_card,2,72.05
65281,67409,credit_card,1,87.64
65282,91227,boleto,1,67.5
65283,65442,credit_card,8,89.01
65284,69243,credit_card,5,104.94
65285,63780,boleto,1,124.42
65286,71196,credit_card,4,213.59
65287,35586,credit_card,5,58.4
65288,91415,credit_card,10,596.27
65289,60395,credit_card,5,102.23
65290,67857,voucher,1,104.12
65291,62437,credit_card,6,203.96
65292,64211,credit_card,3,217.63
65293,17140,voucher,1,39.19
65294,16436,credit_card,2,41.69
65295,99340,credit_card,3,34.51
65296,75912,credit_card,4,216.64
65297,27226,voucher,1,137.1
65298,91456,credit_card,3,62.78
65299,60896,boleto,1,43.69
65300,10422,credit_card,2,82.88
65301,68678,credit_card,1,50.12
65302,40077,credit_card,2,194.31
65303,69083,credit_card,8,177.9
65304,75114,credit_card,2,130.93
65305,20651,credit_card,10,206.4
65306,15465,boleto,1,162.55
65307,26001,voucher,1,8.27
65308,79020,credit_card,1,64.0
65309,95083,boleto,1,140.1
65310,27386,credit_card,8,247.22
65311,12845,credit_card,3,109.39
65312,79451,credit_card,4,68.13
65313,47908,credit_card,7,144.76
65314,42241,boleto,1,157.77
65315,26998,credit_card,2,155.98
65316,63102,boleto,1,1237.81
65317,85284,credit_card,5,112.12
65318,97732,credit_card,2,56.78
65319,25936,voucher,1,13.56
65320,77708,credit_card,1,10.74
65321,76795,credit_card,4,97.94
65322,6240,credit_card,4,49.1
65323,50025,boleto,1,221.67
65324,88806,credit_card,4,169.87
65325,87973,boleto,1,96.55
65326,81061,boleto,1,44.51
65327,46028,credit_card,1,76.18
65328,25868,credit_card,1,31.84
65329,55112,credit_card,1,96.77
65330,89167,credit_card,1,76.58
65331,37261,credit_card,10,138.28
65332,5728,credit_card,5,267.25
65333,47174,credit_card,2,135.0
65334,30040,boleto,1,79.11
65335,4423,boleto,1,241.15
65336,51833,credit_card,1,94.76
65337,6164,credit_card,4,228.25
65338,39631,credit_card,2,91.21
65339,84899,credit_card,2,146.1
65340,75821,credit_card,8,1841.11
65341,72620,credit_card,4,284.71
65342,95640,credit_card,4,98.8
65343,96396,credit_card,2,43.01
65344,14338,credit_card,1,33.34
65345,22571,credit_card,1,85.99
65346,37717,credit_card,1,188.89
65347,56387,credit_card,4,80.27
65348,10548,credit_card,10,155.64
65349,83432,credit_card,3,53.22
65350,7158,credit_card,1,77.11
65351,27794,credit_card,3,1424.45
65352,5348,boleto,1,55.04
65353,95353,credit_card,1,150.29
65354,95910,voucher,1,112.67
65355,58816,credit_card,4,88.71
65356,20958,credit_card,10,171.44
65357,12504,credit_card,1,51.97
65358,62220,credit_card,5,144.9
65359,22033,credit_card,8,279.3
65360,52238,credit_card,1,69.52
65361,41957,credit_card,10,176.0
65362,85254,credit_card,10,838.38
65363,95667,credit_card,8,84.03
65364,2084,boleto,1,92.6
65365,58730,credit_card,1,33.62
65366,70553,boleto,1,97.44
65367,3474,credit_card,1,75.25
65368,14894,credit_card,2,78.11
65369,3662,credit_card,2,125.49
65370,29034,credit_card,3,148.13
65371,208,credit_card,1,39.75
65372,62117,credit_card,1,178.27
65373,51031,credit_card,1,143.56
65374,41371,credit_card,2,138.46
65375,31020,credit_card,1,352.58
65376,73948,boleto,1,158.13
65377,48856,credit_card,2,617.93
65378,3009,boleto,1,220.86
65379,86880,boleto,1,37.77
65380,29414,credit_card,1,47.79
65381,71857,credit_card,1,66.78
65382,74127,credit_card,1,63.6
65383,15576,credit_card,1,31.38
65384,16141,credit_card,6,213.7
65385,84426,credit_card,1,64.93
65386,18084,boleto,1,47.82
65387,29289,credit_card,1,54.6
65388,31117,credit_card,1,88.91
65389,24013,credit_card,10,218.77
65390,40285,credit_card,1,66.64
65391,81435,credit_card,6,97.83
65392,22588,credit_card,2,193.72
65393,40945,boleto,1,152.16
65394,41421,credit_card,1,54.09
65395,46261,credit_card,2,158.85
65396,28616,credit_card,9,231.62
65397,56062,credit_card,1,65.65
65398,31565,debit_card,1,139.1
65399,40600,credit_card,5,55.65
65400,71083,credit_card,3,33.72
65401,16900,credit_card,8,128.95
65402,9158,credit_card,7,177.25
65403,40314,credit_card,2,106.9
65404,23292,boleto,1,31.59
65405,2662,credit_card,4,96.89
65406,82476,debit_card,1,369.22
65407,29005,credit_card,5,87.64
65408,67962,credit_card,3,175.77
65409,74274,credit_card,3,59.46
65410,21069,boleto,1,811.77
65411,33020,credit_card,10,130.84
65412,62216,credit_card,2,21.16
65413,65855,credit_card,2,143.38
65414,24473,credit_card,5,252.34
65415,37883,credit_card,1,43.82
65416,71167,credit_card,4,297.87
65417,18173,boleto,1,187.19
65418,82241,credit_card,1,37.05
65419,45883,credit_card,8,387.99
65420,12780,boleto,1,42.62
65421,47968,credit_card,4,189.02
65422,75017,credit_card,1,84.2
65423,89703,boleto,1,89.86
65424,2264,credit_card,1,88.45
65425,70717,credit_card,2,194.17
65426,309,voucher,1,20.0
65427,74579,boleto,1,44.23
65428,65455,boleto,1,271.23
65429,90843,credit_card,4,92.51
65430,79487,credit_card,4,156.89
65431,3826,credit_card,2,270.74
65432,7865,credit_card,7,145.56
65433,93485,credit_card,3,31.59
65434,85815,credit_card,1,116.84
65435,281,credit_card,8,344.51
65436,3689,credit_card,3,133.69
65437,19157,credit_card,8,225.46
65438,66371,credit_card,9,97.79
65439,95364,boleto,1,291.37
65440,57792,boleto,1,60.28
65441,2565,boleto,1,19.86
65442,26550,credit_card,1,46.69
65443,37915,voucher,1,100.0
65444,44914,boleto,1,82.6
65445,18161,boleto,1,272.27
65446,98551,credit_card,10,207.51
65447,64334,credit_card,1,52.72
65448,18621,voucher,1,3.33
65449,1024,boleto,1,86.15
65450,46778,credit_card,4,99.55
65451,6649,boleto,1,150.76
65452,91950,credit_card,2,146.27
65453,52159,boleto,1,735.96
65454,12022,credit_card,1,629.27
65455,19880,credit_card,2,129.78
65456,8869,credit_card,2,116.94
65457,47268,voucher,1,67.62
65458,51516,credit_card,2,142.54
65459,81087,credit_card,3,54.42
65460,44664,credit_card,1,84.01
65461,99272,credit_card,1,57.09
65462,9039,credit_card,4,241.62
65463,37361,boleto,1,53.15
65464,43026,credit_card,1,27.38
65465,81465,debit_card,1,58.58
65466,34780,credit_card,10,256.34
65467,84730,credit_card,4,141.94
65468,97290,credit_card,6,309.54
65469,46961,credit_card,8,98.83
65470,92028,credit_card,5,288.82
65471,84027,credit_card,4,148.16
65472,11358,credit_card,1,90.88
65473,24476,credit_card,3,68.32
65474,62450,credit_card,2,182.89
65475,86590,credit_card,4,136.75
65476,14632,boleto,1,91.26
65477,53652,credit_card,6,61.75
65478,75694,credit_card,1,120.04
65479,63839,credit_card,1,165.3
65480,98244,credit_card,5,103.85
65481,17404,credit_card,1,62.31
65482,40246,boleto,1,28.75
65483,46184,credit_card,9,96.8
65484,98100,voucher,1,73.05
65485,27793,credit_card,6,65.36
65486,90273,boleto,1,112.84
65487,96577,voucher,1,26.76
65488,47367,credit_card,2,29.32
65489,55284,credit_card,5,53.82
65490,77937,boleto,1,78.55
65491,31883,boleto,1,29.49
65492,29037,credit_card,4,97.21
65493,25420,debit_card,1,63.12
65494,71511,credit_card,3,106.51
65495,81573,credit_card,2,73.54
65496,71659,credit_card,5,267.97
65497,63847,credit_card,8,106.38
65498,27929,credit_card,1,499.29
65499,64243,credit_card,1,40.17
65500,15051,boleto,1,31.38
65501,43533,credit_card,4,67.36
65502,30493,voucher,1,94.98
65503,45890,credit_card,1,126.52
65504,80202,credit_card,9,453.53
65505,92906,credit_card,4,40.09
65506,29143,credit_card,1,98.34
65507,14082,credit_card,1,401.45
65508,28007,boleto,1,126.68
65509,2176,boleto,1,54.0
65510,92725,credit_card,1,89.3
65511,71622,credit_card,3,343.68
65512,17457,credit_card,8,92.06
65513,38958,credit_card,1,34.1
65514,100,credit_card,1,114.45
65515,17760,debit_card,1,84.23
65516,68718,boleto,1,177.32
65517,36735,credit_card,10,1063.09
65518,80899,credit_card,1,28.63
65519,12225,voucher,1,84.56
65520,29160,credit_card,2,150.1
65521,73833,credit_card,6,261.36
65522,5459,credit_card,1,417.16
65523,85523,credit_card,1,111.53
65524,29980,boleto,1,164.55
65525,98626,credit_card,4,366.32
65526,6215,boleto,1,178.9
65527,19122,credit_card,1,37.61
65528,77560,boleto,1,57.63
65529,21750,boleto,1,65.6
65530,10027,boleto,1,83.4
65531,32067,credit_card,5,155.28
65532,84006,boleto,1,51.64
65533,17350,credit_card,8,101.34
65534,34992,credit_card,1,106.63
65535,73718,credit_card,7,73.71
65536,96300,credit_card,9,149.98
65537,8334,credit_card,1,22.1
65538,99973,credit_card,1,50.34
65539,63227,credit_card,5,106.87
65540,54447,boleto,1,25.38
65541,35522,credit_card,5,267.27
65542,13418,credit_card,4,77.41
65543,26952,credit_card,1,196.72
65544,96919,voucher,1,50.0
65545,5752,boleto,1,215.95
65546,77325,credit_card,2,128.74
65547,70012,boleto,1,158.79
65548,43963,credit_card,3,36.96
65549,17550,credit_card,4,349.54
65550,83940,boleto,1,63.6
65551,62521,credit_card,1,51.0
65552,90350,credit_card,1,72.53
65553,76498,credit_card,1,29.78
65554,44845,credit_card,1,203.14
65555,92128,boleto,1,26.45
65556,6070,credit_card,8,416.86
65557,78444,credit_card,3,132.44
65558,78583,boleto,1,618.54
65559,9662,credit_card,3,130.27
65560,89996,credit_card,1,15.22
65561,64829,voucher,1,50.0
65562,51422,credit_card,1,32.77
65563,55104,credit_card,2,138.6
65564,81285,credit_card,1,84.32
65565,44652,credit_card,1,54.56
65566,82175,credit_card,8,387.67
65567,61214,credit_card,6,61.91
65568,85073,credit_card,1,165.29
65569,71424,credit_card,2,139.8
65570,51982,credit_card,6,359.43
65571,4229,credit_card,3,93.94
65572,10020,credit_card,1,33.54
65573,90517,boleto,1,156.15
65574,62319,credit_card,3,35.78
65575,82592,credit_card,10,194.12
65576,64227,credit_card,4,177.02
65577,2908,credit_card,1,45.5
65578,2007,credit_card,5,350.0
65579,6086,credit_card,5,147.78
65580,30416,credit_card,2,125.16
65581,69892,credit_card,2,174.98
65582,4715,credit_card,10,172.62
65583,94919,credit_card,9,317.34
65584,95435,boleto,1,137.89
65585,38633,credit_card,1,36.23
65586,59837,credit_card,2,106.2
65587,2535,credit_card,3,137.7
65588,88897,credit_card,4,56.78
65589,63281,credit_card,3,100.72
65590,61167,voucher,1,30.0
65591,76865,credit_card,2,165.7
65592,97681,credit_card,6,69.9
65593,84946,credit_card,3,165.29
65594,90181,credit_card,1,213.02
65595,12925,boleto,1,215.38
65596,80592,credit_card,2,64.0
65597,73469,boleto,1,220.02
65598,9521,boleto,1,138.95
65599,79619,credit_card,5,164.79
65600,65983,credit_card,2,63.46
65601,55287,credit_card,1,27.29
65602,73480,credit_card,8,190.58
65603,99535,boleto,1,59.24
65604,21808,credit_card,1,230.96
65605,41595,boleto,1,81.11
65606,75016,credit_card,7,76.66
65607,21687,credit_card,1,116.85
65608,70589,credit_card,1,36.39
65609,56221,credit_card,5,209.06
65610,99564,credit_card,5,153.05
65611,64712,credit_card,6,329.25
65612,82180,credit_card,4,137.92
65613,64765,credit_card,3,87.64
65614,24335,credit_card,2,85.14
65615,79093,credit_card,1,309.72
65616,25643,credit_card,1,760.32
65617,20258,credit_card,4,226.7
65618,45759,voucher,1,33.46
65619,96517,credit_card,9,179.0
65620,45418,credit_card,5,245.45
65621,47211,credit_card,3,172.55
65622,94060,credit_card,4,45.5
65623,60016,credit_card,6,60.0
65624,30991,credit_card,5,197.04
65625,25243,boleto,1,49.34
65626,60512,credit_card,10,117.95
65627,66682,credit_card,3,102.34
65628,44212,credit_card,3,45.32
65629,32238,credit_card,1,42.32
65630,97535,voucher,1,13.09
65631,26540,boleto,1,515.28
65632,44178,credit_card,3,167.8
65633,41422,credit_card,10,1810.5
65634,27861,credit_card,9,96.93
65635,25305,credit_card,6,107.78
65636,15980,credit_card,12,128.65
65637,89126,credit_card,1,36.33
65638,6016,boleto,1,93.48
65639,97993,credit_card,3,128.08
65640,65629,credit_card,4,48.04
65641,54503,voucher,1,2.95
65642,67855,credit_card,1,31.38
65643,38852,credit_card,3,234.42
65644,9024,credit_card,1,23.28
65645,87855,credit_card,6,69.2
65646,49659,credit_card,10,372.84
65647,61224,credit_card,3,37.09
65648,17697,credit_card,4,218.55
65649,65702,credit_card,8,177.99
65650,55967,credit_card,4,42.0
65651,45017,credit_card,1,74.18
65652,5034,credit_card,5,152.48
65653,19922,voucher,1,34.36
65654,58941,credit_card,1,32.43
65655,17900,credit_card,3,167.74
65656,74222,credit_card,8,167.28
65657,20521,boleto,1,99.9
65658,61888,credit_card,5,117.0
65659,23281,credit_card,10,1057.88
65660,6724,credit_card,2,116.94
65661,81346,credit_card,5,600.43
65662,66415,credit_card,18,359.62
65663,7580,boleto,1,1115.37
65664,48275,credit_card,10,149.14
65665,66963,credit_card,2,196.66
65666,38299,boleto,1,95.5
65667,37751,boleto,1,61.38
65668,55714,boleto,1,362.33
65669,41387,credit_card,3,106.78
65670,22930,credit_card,1,26.68
65671,98423,boleto,1,133.48
65672,71530,boleto,1,114.77
65673,38521,credit_card,1,183.38
65674,43458,credit_card,3,148.97
65675,50513,credit_card,1,78.7
65676,60235,boleto,1,85.81
65677,79012,boleto,1,45.46
65678,98435,credit_card,8,128.72
65679,42876,voucher,1,64.1
65680,94644,credit_card,5,272.99
65681,68989,credit_card,3,68.68
65682,5880,credit_card,1,295.4
65683,83663,credit_card,10,323.91
65684,68870,boleto,1,177.93
65685,73009,credit_card,5,423.51
65686,70676,credit_card,4,46.8
65687,26117,credit_card,6,155.06
65688,44731,boleto,1,53.62
65689,4283,credit_card,3,141.53
65690,80535,boleto,1,173.84
65691,87206,credit_card,1,85.5
65692,58861,credit_card,2,82.23
65693,55639,boleto,1,162.55
65694,34876,credit_card,3,67.5
65695,61568,credit_card,1,76.78
65696,79168,credit_card,1,90.17
65697,5751,credit_card,4,175.99
65698,44600,credit_card,2,138.15
65699,92351,credit_card,1,88.72
65700,59012,boleto,1,65.78
65701,26017,boleto,1,350.18
65702,2226,credit_card,1,127.43
65703,93943,credit_card,1,44.18
65704,38194,credit_card,6,382.28
65705,33039,credit_card,2,106.29
65706,82054,credit_card,1,73.38
65707,98713,credit_card,10,215.5
65708,96418,credit_card,4,42.19
65709,63380,credit_card,4,102.2
65710,10126,boleto,1,121.09
65711,36669,credit_card,1,69.86
65712,3350,credit_card,2,204.65
65713,22878,boleto,1,27.77
65714,34950,credit_card,9,93.3
65715,35829,credit_card,4,81.32
65716,76701,credit_card,1,102.66
65717,88926,credit_card,5,635.75
65718,2227,boleto,1,108.72
65719,62064,credit_card,1,70.84
65720,43855,credit_card,1,24.3
65721,6962,credit_card,1,95.56
65722,49839,credit_card,2,369.98
65723,59491,credit_card,3,30.77
65724,75955,credit_card,4,162.55
65725,90272,credit_card,8,216.1
65726,20912,boleto,1,23.69
65727,19394,credit_card,4,248.85
65728,12572,credit_card,1,159.76
65729,29497,boleto,1,59.23
65730,40059,credit_card,1,100.34
65731,54958,boleto,1,93.3
65732,44632,voucher,1,177.27
65733,41278,credit_card,3,237.09
65734,45740,credit_card,8,762.33
65735,8460,boleto,1,104.83
65736,70274,credit_card,1,46.85
65737,38510,boleto,1,111.23
65738,6398,credit_card,1,89.17
65739,34607,credit_card,2,64.6
65740,29473,credit_card,4,256.03
65741,90286,voucher,1,11.18
65742,55885,boleto,1,84.54
65743,31214,boleto,1,108.1
65744,48857,boleto,1,134.25
65745,75293,credit_card,1,117.25
65746,99121,credit_card,1,0.1
65747,52965,credit_card,3,33.77
65748,69639,credit_card,2,22.19
65749,80845,boleto,1,301.64
65750,24677,credit_card,3,690.88
65751,95676,credit_card,4,112.33
65752,54949,credit_card,2,106.87
65753,87617,credit_card,3,36.27
65754,32636,credit_card,1,43.38
65755,93116,boleto,1,237.61
65756,55772,credit_card,7,157.3
65757,32271,credit_card,1,49.0
65758,88327,credit_card,3,220.54
65759,23325,credit_card,1,63.28
65760,46074,credit_card,7,101.33
65761,86781,credit_card,1,109.36
65762,4258,credit_card,1,48.71
65763,36645,credit_card,4,48.09
65764,17397,credit_card,5,165.8
65765,56771,credit_card,8,89.28
65766,41001,boleto,1,33.33
65767,37802,credit_card,1,59.9
65768,39655,credit_card,4,47.84
65769,42592,credit_card,1,66.9
65770,46096,credit_card,2,70.4
65771,26424,credit_card,3,108.63
65772,95549,credit_card,3,34.51
65773,19439,boleto,1,76.31
65774,60448,credit_card,2,26.84
65775,26841,credit_card,1,144.96
65776,70564,credit_card,10,113.27
65777,58238,boleto,1,385.41
65778,57868,credit_card,10,166.28
65779,60280,boleto,1,165.18
65780,29296,boleto,1,62.92
65781,25862,boleto,1,195.22
65782,76730,boleto,1,137.27
65783,16900,credit_card,8,110.74
65784,33260,boleto,1,183.79
65785,28831,credit_card,1,42.96
65786,40940,voucher,1,100.0
65787,17602,credit_card,1,96.43
65788,33408,debit_card,1,65.71
65789,53269,credit_card,5,114.85
65790,97397,boleto,1,103.55
65791,71464,credit_card,10,446.22
65792,72826,credit_card,4,90.88
65793,73230,voucher,1,91.53
65794,46791,credit_card,1,77.75
65795,40096,boleto,1,95.54
65796,65443,voucher,1,173.58
65797,80399,credit_card,3,69.97
65798,909,credit_card,2,134.28
65799,70187,credit_card,1,38.89
65800,51280,credit_card,1,68.7
65801,81993,credit_card,5,217.72
65802,63557,credit_card,5,84.03
65803,96960,credit_card,2,42.92
65804,22641,credit_card,2,541.42
65805,76332,credit_card,10,1075.74
65806,53811,voucher,1,365.85
65807,99164,credit_card,3,227.13
65808,48309,boleto,1,166.92
65809,75996,voucher,1,44.1
65810,94393,credit_card,3,179.32
65811,53800,credit_card,1,26.14
65812,65494,credit_card,5,132.41
65813,72158,credit_card,9,95.76
65814,87855,credit_card,3,216.31
65815,61766,boleto,1,32.62
65816,64949,credit_card,2,60.59
65817,24701,credit_card,1,62.85
65818,66748,boleto,1,89.21
65819,522,credit_card,5,77.57
65820,82481,credit_card,3,62.31
65821,16676,credit_card,1,49.42
65822,88869,credit_card,1,109.99
65823,85479,boleto,1,105.06
65824,2596,credit_card,4,112.71
65825,29066,credit_card,1,21.31
65826,88766,credit_card,8,196.01
65827,52617,credit_card,8,233.01
65828,93257,credit_card,2,234.22
65829,7827,boleto,1,70.72
65830,96113,credit_card,1,97.86
65831,53211,credit_card,2,215.58
65832,91165,boleto,1,51.09
65833,94773,credit_card,1,75.74
65834,24564,credit_card,2,50.43
65835,72306,credit_card,1,11.74
65836,55827,voucher,1,100.0
65837,24230,voucher,1,21.45
65838,57358,credit_card,1,325.33
65839,65250,credit_card,2,88.47
65840,82513,credit_card,1,563.28
65841,37787,credit_card,6,78.72
65842,83521,credit_card,6,117.48
65843,40079,credit_card,3,310.1
65844,17216,credit_card,1,128.94
65845,72244,credit_card,3,186.72
65846,78050,credit_card,2,115.9
65847,53058,credit_card,2,117.85
65848,45898,credit_card,3,209.74
65849,2970,boleto,1,25.88
65850,56727,credit_card,1,53.33
65851,17968,credit_card,3,221.79
65852,22375,credit_card,3,165.04
65853,86672,credit_card,1,107.34
65854,23693,credit_card,10,170.95
65855,71179,credit_card,1,190.68
65856,20002,credit_card,6,258.81
65857,29993,credit_card,1,51.72
